serial,constituency_number,township,ward_village
5,5,တနသာရီတိင်း ဒသ ကီး,14။  ပဆွပ် ကျးရွာအပ်စ
5,5,တနသာရီတိင်း ဒသ ကီး,15။  ပြပင် ကျးရွာအပ်စ
5,5,တနသာရီတိင်း ဒသ ကီး,16။ ကျာက်ဖျာ ကျးရွာအပ်စ။
6,6,အဆက်,မိတ် မို ့နယ်အတွင်းရှိ 1။  2။ တလိင်းစရပ်ကွက် ( မိတ် မို ့)
6,6,အဆက်,3။ ဆိပ်ငယ်ရပ်ကွက် ( မိတ်  မို ့)
6,6,အဆက်,4။ ထားဝယ်စရပ်ကွက် ( မိတ် မို ့)
6,6,အဆက်,5။ က ကီးရပ်ကွက်  ( မိတ် မို ့)
6,6,အဆက်,6။ မိတ် တာင်ရပ်ကွက် ( မိတ် မို ့)
6,6,အဆက်,7။ မိတ် တာင်  ကျးရွာ အပ်စ
6,6,အဆက်,8။ အဂ မာ်  ကျးရွာ အပ်စ
6,6,အဆက်,9။ ြပင်းငယ်  ကျးရွာ အပ်စ
6,6,အဆက်,10။ ကဟန်း  ကျးရွာ အပ်စ
6,6,အဆက်,11။ စလွနး်  ကျးရွာ အပ်စ
6,6,အဆက်,12။ မင်းသန်း ကျးရွာ အပ်စ
6,6,အဆက်,13။ ပ သာင်း  ကျးရွာ အပ်စ
6,6,အဆက်,14။ မ ဇာ  ကျးရွာ အပ်စ
6,6,အဆက်,15။ တး ဗျာ  ကျးရွာ အပ်စ
6,6,အဆက်,16။ တာင်းရှည် ကျးရွာ အပ်စ
6,6,အဆက်,17။တညက်  (ကလား) ကျးရွာအပ်စ
6,6,အဆက်,18။ တညက်(ကရင်) ကျးရွာ အပ်စ။
7,4,အဆက်,က န်းစ မို ့နယ်အတွင်းရှိ 1။ အမှတ် (1) ရပ်ကွက် (က န်းစ မို ့)
7,4,အဆက်,2။ အမှတ် (2) ရပ်ကွက် (က န်းစ မို ့)
7,4,အဆက်,3။ အမှတ် (3) ရပ်ကွက်
7,4,အဆက်,4။ အမှတ် (4) ရပ်ကွက် (က န်းစ မို ့)
7,4,အဆက်,5။ ကတ္တ  လူ  ကျးရွာ အပ်စ
7,4,အဆက်,6။ ကပ  ကျးရွာ အပ်စ
7,4,အဆက်,7။  ရြမစ် ကီး  ကျးရွာ အပ်စ
7,4,အဆက်,8။ ကမ်း ကီး ကျးရွာ အပ်စ
7,4,အဆက်,9။ ဝါရစ် ကျးရွာ  အပ်စ
7,4,အဆက်,10။ မင်းဂတ် ကျးရွာ အပ်စ
7,4,အဆက်,11။ မာင်း လှာ် ကျးရွာ  အပ်စ
7,4,အဆက်,12။ ဇးကမိ ကျးရွာ အပ်စ
7,4,အဆက်,13။ ညာင်ဘီး ကျးရွာ  အပ်စ
7,4,အဆက်,14။ က ခ  ဲ ရ  ကျးရွာ အပ်စ
7,4,အဆက်,15။ သန္တုတ်  ကျးရွာ  အပ်စ
7,4,အဆက်,16။ တာြပား ကျးရွာ အပ်စ။
8,8,ကျးရွာ အပ်စ။,က န်းစ မို ့နယ်အတွင်းရှိ 1။ က မာ် ကျးရွာ အပ်စ
8,8,ကျးရွာ အပ်စ။,2။ စခန်း  သစ်  ကျးရွာ အပ်စ
8,8,ကျးရွာ အပ်စ။,3။  ရကန် တာင်  ကျးရွာ အပ်စ
8,8,ကျးရွာ အပ်စ။,4။ ကဘင်  ကျးရွာ အပ်စ
8,8,ကျးရွာ အပ်စ။,5။  ကာ်ဇယာ  ကျးရွာ အပ်စ
8,8,ကျးရွာ အပ်စ။,6။ မဲ တာ ကျးရွာ အပ်စ
8,8,ကျးရွာ အပ်စ။,7။ ဘန္ဒနဲ ကျးရွာ အပ်စ
8,8,ကျးရွာ အပ်စ။,8။ မအိင်
9,9,အဆက်,ပ လာ မို ့နယ် တစ်ခလး။
10,10,အဆက်,တနသာရီ မို ့နယ် တစ်ခလး။
11,11,အဆက်,ကာ့ သာင်း မို ့နယ် တစ်ခလး။
12,12,ပဲခူးတိင်း ဒသ ကီး,ဘတ်ြပင်း မို ့နယ် တစ်ခလး။
1,1,ပဲခူးတိင်း ဒသ ကီး,ပဲခူး မို ့နယ်တစ်ခလး။
2,2,ပဲခူးတိင်း ဒသ ကီး,သနပ်ပင် မို ့နယ် နှင့် ကဝ မို ့နယ်။
3,3,ပဲခူးတိင်း ဒသ ကီး,ဝါ မို ့နယ်
3,3,ပဲခူးတိင်း ဒသ ကီး,ဒိက်ဦး မို ့နယ် နှင့် ရကျင် မို ့နယ်။
4,4,ပဲခူးတိင်း ဒသ ကီး,ညာင် လးပင် မို ့နယ် နှင့် ကျာက်တခါး မို ့နယ်။
5,5,ပဲခူးတိင်း ဒသ ကီး,တာင်ငူ မို ့နယ် နှင့် ရတာရှည် မို ့နယ်။
6,6,ပဲခူးတိင်း ဒသ ကီး,အတ်တွင်း မို ့နယ် နှင့် ထန်းတပင် မို ့နယ်။
7,7,ပဲခူးတိင်း ဒသ ကီး,ကျာက် ကီး မို ့နယ် နှင့် ြဖူး မို ့နယ်။
8,8,ပဲခူးတိင်း ဒသ ကီး,ြပည် မို ့နယ်
8,8,ပဲခူးတိင်း ဒသ ကီး,ပါက် ခါင်း မို ့နယ် နှင့် ပန်း တာင်း မို ့နယ်။
9,9,အဆက်,ပါင်းတည် မို ့နယ်
9,9,အဆက်,သဲကန်း မို ့နယ် နှင့် ရ တာင် မို ့နယ်။
10,10,အဆက်,သာယာဝတီ မို ့နယ် နှင့် လက်ပတန်း မို ့နယ်။
11,11,အဆက်,မင်းလှ မို ့နယ်
11,11,အဆက်,အတ်ဖိ မို ့နယ် နှင့် မိးညို မို ့နယ်။
12,12,မ ကွးတိင်း ဒသ ကီး,ဇီးကန်း မို ့နယ်
12,12,မ ကွးတိင်း ဒသ ကီး,မို ့နယ်။
1,1,မ ကွးတိင်း ဒသ ကီး,မ ကွး မို ့နယ်တစ်ခလး။
2,2,ှ ့် ချာက် မို ့နယ် ။,ရန ချာင်း မို ့နယ်နင
3,3,ှ ့် ချာက် မို ့နယ် ။,နတ် မာက် မို ့နယ် နှင့် မို ့သစ် မို ့နယ်။
4,4,ှ ့် ချာက် မို ့နယ် ။,တာင်တွင်း ကီး မို ့နယ် တစ်ခလး။
5,5,ှ ့် ချာက် မို ့နယ် ။,မင်းဘူး မို ့နယ် နှင့် ပွငြ့် ဖူ မို ့နယ်။
6,6,ှ ့် ချာက် မို ့နယ် ။,စလင်း မို ့နယ်
6,6,ှ ့် ချာက် မို ့နယ် ။,စတတ္တ ရာ မို ့နယ် နှင့် ငဖဲ မို ့နယ်။
7,7,ှ ့် ချာက် မို ့နယ် ။,သရက် မို ့နယ်
7,7,ှ ့် ချာက် မို ့နယ် ။,ကမ မို ့နယ်
7,7,ှ ့် ချာက် မို ့နယ် ။,မင်းတန်း မို ့နယ် နှင့်  မို ့နယ်။
8,8,ှ ့် ချာက် မို ့နယ် ။,အာင်လ မို ့နယ် နှင့် ဆင် ပါင်ဝဲ မို ့နယ်။
9,9,အဆက်,ပခက္က ူ မို ့နယ် နှင့် ဆိပြ် ဖူ မို ့နယ်။
10,10,အဆက်,ရစ ကို မို ့နယ် တစ်ခလး။
11,11,အဆက်,မိုင် မို ့နယ် နှင့် ပါက် မို ့နယ်။
12,12,မန္တ လးတိင်း ဒသ ကီး,ဂန ့် ဂါခရိင်တစ်ခလး။
1,1,မန္တ လးတိင်း ဒသ ကီး,အာင် ြမသာစ မို ့နယ်
1,1,မန္တ လးတိင်း ဒသ ကီး,ချမ်း အးသာစ မို ့နယ် နှင့် ပသိမ် ကီး  မို ့နယ်။
2,2,မန္တ လးတိင်း ဒသ ကီး,ချမ်းြမသာစည် မို ့နယ်
2,2,မန္တ လးတိင်း ဒသ ကီး,ြပည် ကီးတခွန် မို ့နယ်
2,2,မန္တ လးတိင်း ဒသ ကီး,မဟာ အာင် ြမ  မို ့နယ် နှင့် အမရပူရ မို ့နယ်။
3,3,မန္တ လးတိင်း ဒသ ကီး,ြပင်ဦးလွင်ခရိင်တစ်ခလး။
4,4,မန္တ လးတိင်း ဒသ ကီး,ကျာက်ဆည်ခရိင်တစ်ခလး။
5,5,မန္တ လးတိင်း ဒသ ကီး,ြမင်းြခ မို ့နယ် နှင့် ငါန်းဇွန် မို ့နယ်။
6,6,မန္တ လးတိင်း ဒသ ကီး,နွားထိး ကီး မို ့နယ် နှင့် တာင်သာ မို ့နယ်။
7,7,မန္တ လးတိင်း ဒသ ကီး,ညာင်ဦးခရိင်တစ်ခလး။
8,8,မန္တ လးတိင်း ဒသ ကီး,ရမည်းသင်းခရိင်တစ်ခလး။
9,9,အဆက်,ဥတ္တ ရ( ြမာက်ပိင်း)ခရိင်တစ်ခလး။
10,10,အဆက်,ဒက္ခိဏ( တာင်ပိင်း)ခရိင်တစ်ခလး။
11,11,အဆက်,မိတ္ထီလာ မို ့နယ် နှင့် မလင် မို ့နယ်။
12,12,မွန်ြပည်နယ်,သာစည် မို ့နယ် နှင့် ဝမ်းတွင်း မို ့နယ်။
1,1,မွန်ြပည်နယ်,မာ်လ မိုင် မို ့နယ်  ( မာ်လ မိုင် မို ့)
1,1,မွန်ြပည်နယ်,2။ မရမ်းကန်း ရပ်ကွက် ( မာ်လ မိုင် မို ့)
1,1,မွန်ြပည်နယ်,3။ စစ်ကဲကန်း ရပ်ကွက် ( မာ်လ မိုင် မို ့)
1,1,မွန်ြပည်နယ်,4။  ရ တာင်  ရပ်ကွက်( မာ်လ မိုင် မို ့)
1,1,မွန်ြပည်နယ်,5။ ဖက်တန်းရပ်ကွက် ( မာ်လ မိုင်  မို ့)
1,1,မွန်ြပည်နယ်,6။ မန္တ လး ရပ်ကွက် ( မာ်လ မိုင် မို ့)
1,1,မွန်ြပည်နယ်,7။ အာက်ကျင်း  ရပ်ကွက် ( မာ်လ မိုင် မို ့)
1,1,မွန်ြပည်နယ်,8။ ကျိုက်ဖနဲရပ်ကွက် ( မာ်လ မိုင်  မို ့)
1,1,မွန်ြပည်နယ်,9။ လင်ရှမ်းစရပ်ကွက်( မာ်လ မိုင် မို ့)
1,1,မွန်ြပည်နယ်,10။ သာယာ အး  ရပ်ကွက်  ( မာ်လ မိုင် မို ့)
1,1,မွန်ြပည်နယ်,11။  ဇယျာသီရိ  ရပ်ကွက်  ( မာ်လ မိုင် မို ့)
1,1,မွန်ြပည်နယ်,12။  ရ မိုင်သီရီ ရပ်ကွက် ( မာ်လ မိုင် မို ့)
1,1,မွန်ြပည်နယ်,13။ ဘိကန်း ရပ်ကွက် ( မာ်လ မိုင် မို ့)
1,1,မွန်ြပည်နယ်,14။ ကာ့စိန် ကျးရွာ  အပ်စ
1,1,မွန်ြပည်နယ်,15။ ကာ့ ပါက် ကျးရွာ အပ်စ
1,1,မွန်ြပည်နယ်,16။ ကာ့တွန် ကျးရွာ  အပ်စ
1,1,မွန်ြပည်နယ်,17။  ကာ့လှာ ကျးရွာ အပ်စ
1,1,မွန်ြပည်နယ်,18။ ကတိး ကျးရွာ  အပ်စ
1,1,မွန်ြပည်နယ်,19။ ကာ့နှပ် ကျးရွာ အပ်စ။
2,2,မွန်ြပည်နယ်,မာ်လ မိုင် မို ့နယ်အတွင်းရှိ 1။  မို ့)
2,2,မွန်ြပည်နယ်,2။ ကွင်းရပ်ရပ်ကွက် ( မာ်လ မိုင် မို ့)
2,2,မွန်ြပည်နယ်,3။ သီရိ မိုင်ရပ်ကက  ( မာ်လ မိုင် မို ့)
2,2,မွန်ြပည်နယ်,4။ သီရိမဂလာရပ်ကွက် ( မာ်လ မိုင် မို ့)  5။  မပွန်ရပ်ကွက် ( မာ်လ မိုင် မို ့)
2,2,မွန်ြပည်နယ်,6။  စျး ကိုရပ်ကွက်  ( မာ်လ မိုင် မို ့)
2,2,မွန်ြပည်နယ်,7။ မိုင်သာယာ ရပ်ကွက် ( မာ်လ မိုင် မို ့)
2,2,မွန်ြပည်နယ်,8။  ြမနီကန်း ရပ်ကွက် ( မာ်လ မိုင် မို ့)
2,2,မွန်ြပည်နယ်,9။  ဇယျာ မိုင်  ရပ်ကွက်( မာ်လ မိုင် မို ့)
2,2,မွန်ြပည်နယ်,10။ ငန်း တးရပ်ကွက် ( မာ်လ မိုင်  မို ့)
2,2,မွန်ြပည်နယ်,11။  ြခာက်မိင်က ဲြခကန်းရပ်ကွက်  ( မာ်လ မိုင် မို ့)
2,2,မွန်ြပည်နယ်,12။  ကျာက်တန်းရပ်ကွက(် မာ်လ မိုင် မို)
2,2,မွန်ြပည်နယ်,့ 13။ စမ်း ကီးရပ်ကက  ( မာ်လ မိုင် မို ့)
2,2,မွန်ြပည်နယ်,14။  ဂွးကန်းရပ်ကွက် ( မာ်လ မိုင် မို ့)
2,2,မွန်ြပည်နယ်,15။  နာင်ခရီရပ်ကွက်( မာ်လ မိုင် မို ့)
2,2,မွန်ြပည်နယ်,16။ မင်းရွာ ကျးရွာ  အပ်စ
2,2,မွန်ြပည်နယ်,17။ မ ရာင်း ကျးရွာအပ်စ
2,2,မွန်ြပည်နယ်,18။ ကာ့ခနိ ကျးရွာအပ်စ
2,2,မွန်ြပည်နယ်,19။ ကာအင်း  ကျးရွာအပ်စ
2,2,မွန်ြပည်နယ်,20။ ကာ့ခမယ် ကျးရွာအပ်စ
2,2,မွန်ြပည်နယ်,21။ ဖား အာက် ကျးရွာ အပ်စ
2,2,မွန်ြပည်နယ်,22။ ရိးဂိး ကျးရွာ အပ်စ။
3,3,မွန်ြပည်နယ်,ကျိုက်မ ရာ မို ့နယ်တစ်ခလး။
4,4,မွန်ြပည်နယ်,ချာင်းဆ မို ့နယ်တစ်ခလး။
5,5,မွန်ြပည်နယ်,သြဖူဇရပ် မို ့နယ်တစ်ခလး။
6,6,မွန်ြပည်နယ်,မဒ မို ့နယ်တစ်ခလး။
7,6,မွန်ြပည်နယ်,ရး မို ့နယ်အတွင်းရှိ 1။ သီရိနန္ဒာရပ်ကွက်( ရး မို ့)
7,6,မွန်ြပည်နယ်,2။ သီရိ  မာလာရပ်ကွက(် ရး မို ့)
7,6,မွန်ြပည်နယ်,3။ သီရိ ဇယျာရပ်ကွက် ( ရး မို ့)
7,6,မွန်ြပည်နယ်,5။ အမှတ်(1) ရပ်ကွက်
7,6,မွန်ြပည်နယ်,6။ အမှတ်(2)ရပ်ကွက်(လမိင်း မို ့)
7,6,မွန်ြပည်နယ်,7။ အမှတ်(3)  ရပ်ကွက်  (လမိင်း မို ့)
7,6,မွန်ြပည်နယ်,8။  အာယ တာင် ကျးရွာ  အပ်စ
7,6,မွန်ြပည်နယ်,9။ သဃန်းက န်း ကျးရွာအပ်စ
7,6,မွန်ြပည်နယ်,10။ မာ့ကနင် ကျးရွာအပ်စ
7,6,မွန်ြပည်နယ်,11။  ကာ့ဒွတ် ကျးရွာ အပ်စ
7,6,မွန်ြပည်နယ်,12။ ကလားကတ်  ကျးရွာ  အပ်စ
7,6,မွန်ြပည်နယ်,13။ နှစ်ကရင် ကျးရွာအပ်စ
7,6,မွန်ြပည်နယ်,14။ သာင်ြပင် ကျးရွာ  အပ်စ
7,6,မွန်ြပည်နယ်,15။  တာင်ဘ ကျးရွာအပ်စ
7,6,မွန်ြပည်နယ်,16။  ဘးလမိင်း  ကျးရွာအပ်စ
7,6,မွန်ြပည်နယ်,17။ ဘဲလမ ကျးရွာအပ်စ
7,6,မွန်ြပည်နယ်,18။ ကနင်က မာ့  ကျးရွာ အပ်စ
7,6,မွန်ြပည်နယ်,19။ ဒဖီ ကျးရွာ အပ်စ
7,6,မွန်ြပည်နယ်,20။ နှင်းစ  ကျးရွာ  အပ်စ
7,6,မွန်ြပည်နယ်,21။ တူး ြမာင်း ကျးရွာအပ်စ
7,6,မွန်ြပည်နယ်,22။ အဒင် ကျးရွာအပ်စ။
8,7,မွန်ြပည်နယ်,ရး မို ့နယ်အတွင်းရှိ 1။ ရန် ကီး အာင် ရပ်ကွက် ( ရး မို ့)
8,7,မွန်ြပည်နယ်,2။ ရန်မျိုး အာင်ရပ်ကွက် ( ရး မို ့)
8,7,မွန်ြပည်နယ်,3။  အာင်သခရပ်ကွက်  ( ရး မို ့)
8,7,မွန်ြပည်နယ်,4။  အာင်မဂလာရပ်ကွက(် ရး မို ့)
8,7,မွန်ြပည်နယ်,5။  အာင်
8,7,မွန်ြပည်နယ်,6။ အမှတ်(1) ရပ်ကွက် ( ခါဇာ မို)
8,7,မွန်ြပည်နယ်,ရပ်ကွက် ( ခါဇာ မို ့)
8,7,မွန်ြပည်နယ်,8။ အ ဘာ် ကျးရွာ အပ်စ
8,7,မွန်ြပည်နယ်,9။  ဒူးယား ကျးရွာ  အပ်စ
8,7,မွန်ြပည်နယ်,10။  အစင် ကျးရွာ  အပ်စ
8,7,မွန်ြပည်နယ်,11။ ဇီးြဖူ သာင် ကျးရွာ အပ်စ
8,7,မွန်ြပည်နယ်,12။  ချာင်း တာင် ကျးရွာ  အပ်စ
8,7,မွန်ြပည်နယ်,13။ ကျာက်မိ ကျာင်း ကျးရွာအပ်စ
8,7,မွန်ြပည်နယ်,14။ ကျာင်းရွာ  ကျးရွာ အပ်စ
8,7,မွန်ြပည်နယ်,15။ က လာ့ ကျးရွာ အပ်စ
8,7,မွန်ြပည်နယ်,16။ ဟဂ  ကျးရွာ အပ်စ
8,7,မွန်ြပည်နယ်,17။ ရင်းရယ် ကျးရွာ အပ်စ
8,7,မွန်ြပည်နယ်,18။ ကဗျာ  ကျးရွာ အပ်စ
8,7,မွန်ြပည်နယ်,19။ ကျုညဲ ကျးရွာ အပ်စ
8,7,မွန်ြပည်နယ်,20။ မကျီး ကျးရွာ  အပ်စ
8,7,မွန်ြပည်နယ်,21။ ကာ့လင် ကျးရွာအပ်စ
8,7,မွန်ြပည်နယ်,22။ ကိးမိင် ကျးရွာ အပ်စ။
9,9,မွန်ြပည်နယ်,သထ မို ့နယ်တစ်ခလး။
10,10,မွန်ြပည်နယ်,ပါင် မို ့နယ်တစ်ခလး။
11,11,မွန်ြပည်နယ်,ကျိုက်ထိ မို ့နယ်တစ်ခလး။
12,12,ရခိင်ြပည်နယ်,ဘီးလင်း မို ့နယ်တစ်ခလး။
1,1,ရခိင်ြပည်နယ်,စစ် တွ မို ့နယ်တစ်ခလး။
2,2,ရခိင်ြပည်နယ်,ပါက် တာ မို ့နယ်တစ်ခလး။
3,3,ရခိင်ြပည်နယ်,ရ သ့ တာင် နှင့် ပ
4,4,ရခိင်ြပည်နယ်,ြမာက်ဦး မို ့နယ်တစ်ခလး။
5,5,ရခိင်ြပည်နယ်,ကျာက် တာ် မို ့နယ်တစ်ခလး။
6,6,ရခိင်ြပည်နယ်,မင်းြပား မို ့နယ်နှင့် ြမပ မို ့နယ်။
7,5,ရခိင်ြပည်နယ်,မာင် တာ မို ့နယ်အတွင်းရှိ 1။ အမှတ်(1)ရပ်ကွက် ( တာင် ပို  လက်ဝဲ မို ့)
7,5,ရခိင်ြပည်နယ်,2။ အမှတ်(2) ရပ်ကွက် ( တာင် ပို လက်ဝဲ မို ့)
7,5,ရခိင်ြပည်နယ်,ရပ်ကွက်( တာင် ပိုလက်ဝဲ မို ့)
7,5,ရခိင်ြပည်နယ်,4။ အမှတ်(4)
7,5,ရခိင်ြပည်နယ်,့  5။  အမှတ်(5)  ရပ်ကက  ( တာင် ပိုလက်ဝဲ မို )
7,5,ရခိင်ြပည်နယ်,့ 6။ အင်တူလာ ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,7။ တပ်  ချာင်း  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,8။  ကာလာ ဒးဖက် ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,9။ ရဲ အာင်စရ ဖွ ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,10။  ကာင်န ဖ  ကျးရွာ  အပ်စ
7,5,ရခိင်ြပည်နယ်,11။ အာင်ဇ ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,12။ လင်သီ ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,13။ ခ မာင်းဆိပ် ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,14။ ငါးရန ့် ချာင်း ကျးရွာ  အပ်စ
7,5,ရခိင်ြပည်နယ်,15။ သစ်တး နားခွဆ ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,16။ နန်းရာကိင်း  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,17။ တမန်းသား ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,18။ သက်ကိင်  ညာ  ကျးရွာ အပ်စ
7,5,ရခိင်ြပည်နယ်,19။  ရ နာက်ငါးသား  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,20။  ြမာ ချာင်း ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,21။ မိုမိ ချာင်း  ကျးရွာ  အပ်စ
7,5,ရခိင်ြပည်နယ်,22။  စကားပင်ရင်း ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,23။  မင်း ကီး  (တူလာတူလ)ီ  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,24။ နတ် ချာင်း ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,25။ ကိမ် ချာင်း ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,26။ ပဒကားရွာသစ် ကျးရွာ  အပ်စ
7,5,ရခိင်ြပည်နယ်,27။ ဝက်ကျိန်း ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,28။ ဒးပိက် ( အာင်  ဆိပြ် ပင်)  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,29။  စပယ်ကး  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,30။ လာင်းဒ ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,31။ ငါးစာ ကူး ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,32။ ကက်ရိးြပင် ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,33။ ဒိးတန်း  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,34။  အထက်ြပူးမ ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,35။  ြပူးမကညင်တန်း  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,36။ ကပ္ပ ကာင်း ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,37။ မို ့သစ်  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,38။ ရမျက် တာင် ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,39။ ငါးခူရ  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,40။ ြခြပင် ကျးရွာ အပ်စ
7,5,ရခိင်ြပည်နယ်,41။ ရတွင်းက န်း  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,42။ ရွက်ညို တာင် ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,43။ ဦးရှည်  ကျ ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,44။  ပွင့်ြဖူ ချာင်း  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,45။ ကျား ခါင်း တာင် ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,46။ ရခပ် ချာင်းခွဆ  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,47။ ဒါး ကီးဇား ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,48။ ငန်း ချာင်း  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,49။ ြမာ တာင် ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,50။ ဖားဝတ်  ချာင်း (ရွာသစ်)  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,51။ သရက်အပ်  ကျးရွာ  အပ်စ
7,5,ရခိင်ြပည်နယ်,52။ မာင်နှမ ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,53။ ကျာက်ြပင်ဆိပ်  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,54။ သူဦးလာ ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,55။ ကျီးကန်းြပင်  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,56။ လှပးိ ခါင် ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,57။  ကျာက်  လှကား ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,58။ သက် က ြပင် ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,59။ မီးတိက် ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,60။  တာင် ပိုလက်ျာ  ကျးရွာ  အပ်စ
7,5,ရခိင်ြပည်နယ်,61။ ကွမ်းသီးပင်  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,62။ သဲ ချာင်း  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,63။လိပ်ရ ကျးရွာ အပ်စ
7,5,ရခိင်ြပည်နယ်,64။ ကျာက် ချာင်း  ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,65။ ဇီးပင် ချာင်း ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,66။ ကန်း ပါက်  ြပုစ ကျးရွာ အပ်စ
7,5,ရခိင်ြပည်နယ်,67။ က န် ပါက် ဆင်အိး ကျးရွာအပ်စ
7,5,ရခိင်ြပည်နယ်,68။ ရတွင်းြပင် ကျးရွာ အပ်စ။
8,8,ကျးရွာအပ်စ။,မာင် တာ မို ့နယ်အတွင်းရှိ 1။ မို ့မအ နာက်ရပ်ကွက် ( မာင်  တာ မို ့)
8,8,ကျးရွာအပ်စ။,2။ မို ့မ တာင်ရပ်ကွက် ( မာင် တာ မို ့)
8,8,ကျးရွာအပ်စ။,3။ မို ့မ  ြမာက်ရပ်ကွက(် မာင် တာ မို ့)
8,8,ကျးရွာအပ်စ။,4။ မို ့မအ ရှ ရပ်  တာ မို ့)
8,8,ကျးရွာအပ်စ။,5။ ရွာသစ် ကရပ်ကွက် ( မာင် တာ မို ့)
8,8,ကျးရွာအပ်စ။,6။ 4-မိင်  ရပ်ကွက် ( မာင် တာ မို ့)
8,8,ကျးရွာအပ်စ။,7။ ရဇားကပ္ပ ကာင်း ကျးရွာ  အပ်စ
8,8,ကျးရွာအပ်စ။,8။  နွားရ တာင် ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,9။  ကညင် တာ  ကျးရွာ အပ်စ
8,8,ကျးရွာအပ်စ။,10။ ပါင်းဇား ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,11။သီဟဠ်  ကျးရွာ အပ်စ
8,8,ကျးရွာအပ်စ။,12။ မို ့ဦး ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,13။ ကညင်တန်း  ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,14။ မို ့သူ ကီး ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,15။  ညာင်  ချာင်း  ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,16။ ပန်း တာြပင်  ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,17။ ကျာင်း တာင် ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,18။ ပဒင်း ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,19။ (ဒ)  ညာင်ပင် ကီး  ကျးရွာအပ်စ
8,8,ကျးရွာအပ်စ။,20။ (ဒ)ချီးရားတန်း  ကျးရွာ အပ်စ
8,8,ကျးရွာအပ်စ။,21။ ရွာသစ် က ( ဂ ဒူသာရ) ကျးရွာအပ်စ
